Brand,Car Age,Price,Body,Mileage,EngineV,Engine Type,Model
BMW,4,85555.0,sedan,10,3.0,Diesel,640
Volkswagen,6,8650.0,van,108,1.6,Diesel,Caddy
BMW,19,10600.0,sedan,1,3.0,Diesel,530
Toyota,12,6900.0,hatch,109,1.3,Gas,Yaris
Mercedes-Benz,20,2900.0,other,248,2.0,Petrol,CLK 200
Mercedes-Benz,7,12250.0,other,185,2.2,Diesel,Vito
BMW,12,21700.0,crossover,101,2.5,Gas,X3
Mercedes-Benz,21,2000.0,sedan,320,2.2,Diesel,E-Class
Audi,15,9900.0,vagon,284,2.5,Diesel,A6
Mercedes-Benz,18,5850.0,van,240,2.2,Diesel,Vito
Toyota,14,8200.0,vagon,204,1.4,Diesel,Corolla
Renault,11,7300.0,vagon,200,1.5,Diesel,Megane
Mitsubishi,12,8000.0,sedan,145,2.0,Gas,Lancer
Renault,7,6600.0,van,184,1.5,Diesel,Kangoo
Mercedes-Benz,7,22500.0,sedan,164,1.8,Gas,E-Class
Mercedes-Benz,7,13200.0,other,196,2.2,Other,Sprinter 313
Volkswagen,19,1200.0,other,300,1.4,Gas,Caddy
Volkswagen,16,8900.0,van,264,2.5,Diesel,T4 (Transporter)
Mitsubishi,11,9200.0,sedan,163,2.0,Petrol,Lancer X
Mercedes-Benz,13,10200.0,sedan,154,2.5,Petrol,C-Class
Mercedes-Benz,22,9500.0,sedan,246,6.0,Petrol,S 600
Mitsubishi,7,26850.0,crossover,84,3.2,Diesel,Pajero Wagon
Audi,12,21900.0,crossover,183,4.2,Petrol,Q7
Volkswagen,21,1700.0,hatch,250,1.4,Petrol,Polo
Volkswagen,19,6500.0,hatch,225,1.4,Petrol,Golf IV
Renault,6,5000.0,vagon,34,1.5,Diesel,Logan
BMW,5,38000.0,sedan,74,2.0,Diesel,520
Volkswagen,11,9599.0,sedan,140,1.8,Petrol,Passat B6
Mercedes-Benz,13,10800.0,other,230,1.8,Petrol,C-Class
Toyota,8,18800.0,crossover,105,2.0,Gas,Rav 4
Mitsubishi,11,7650.0,sedan,133,1.5,Gas,Lancer
Renault,16,6300.0,vagon,125,2.0,Petrol,Laguna
BMW,21,5000.0,other,75,1.9,Petrol,Z3
Toyota,8,28500.0,crossover,107,3.5,Gas,Highlander
BMW,16,13000.0,sedan,193,3.6,Petrol,735
Toyota,12,16999.0,crossover,157,2.7,Gas,Land Cruiser Prado
BMW,8,34500.0,other,160,3.0,Diesel,X5
Volkswagen,12,10900.0,vagon,204,2.0,Diesel,Passat B6
Mitsubishi,11,18999.0,crossover,121,3.8,Gas,Pajero Wagon
BMW,18,9800.0,sedan,350,3.0,Diesel,530
Volkswagen,21,4300.0,vagon,298,1.8,Petrol,Golf III
Audi,16,3900.0,vagon,260,2.5,Diesel,A6
Volkswagen,6,13499.0,van,154,2.0,Diesel,T5 (Transporter) 
Audi,9,19990.0,sedan,127,2.8,Petrol,A6
Renault,14,3400.0,van,260,2.2,Diesel,Espace
Toyota,8,27800.0,sedan,157,3.5,Petrol,Camry
Volkswagen,30,2300.0,hatch,320,1.6,Gas,Golf II
Renault,7,7650.0,van,151,1.5,Diesel,Kangoo
Volkswagen,11,10000.0,van,220,1.9,Diesel,Caddy
Volkswagen,11,9700.0,vagon,130,1.6,Gas,Golf Variant
Audi,19,3800.0,sedan,270,2.5,Diesel,A6
Toyota,11,26900.0,crossover,115,4.0,Gas,Land Cruiser Prado
Toyota,13,12600.0,sedan,205,2.4,Gas,Camry
Volkswagen,7,14899.0,van,158,2.0,Diesel,T5 (Transporter) 
Renault,12,4999.0,vagon,252,1.5,Diesel,Kangoo
BMW,7,57777.0,other,40,4.0,Diesel,X6
Volkswagen,8,12350.0,van,167,1.4,Petrol,Touran
Audi,16,7999.0,sedan,177,2.7,Gas,A6
BMW,12,21600.0,crossover,200,4.8,Other,X5
Mitsubishi,10,8000.0,sedan,67,1.5,Petrol,Lancer X
Volkswagen,21,6799.0,hatch,1,1.4,Gas,Golf IV
Toyota,3,25749.75,sedan,0,2.5,Petrol,Camry
Volkswagen,15,8899.0,vagon,198,1.9,Other,Passat B5
Mercedes-Benz,12,26800.0,sedan,162,5.5,Petrol,S 500
Toyota,15,25555.0,crossover,128,4.7,Gas,Land Cruiser 100
Audi,9,25000.0,crossover,112,3.2,Petrol,Q5
Volkswagen,7,15800.0,van,194,2.0,Diesel,T5 (Transporter) 
BMW,20,3150.0,sedan,200,2.0,Diesel,320
Toyota,12,12300.0,sedan,157,2.4,Gas,Camry
Toyota,4,45500.0,crossover,45,3.5,Petrol,Highlander
Renault,15,6500.0,other,406,2.5,Diesel,Master
Toyota,8,18999.0,crossover,95,2.0,Petrol,Rav 4
BMW,18,8500.0,sedan,260,2.2,Gas,520
Mercedes-Benz,15,8500.0,van,350,2.2,Diesel,Sprinter 211
Toyota,8,13500.0,crossover,126,4.0,Petrol,Land Cruiser Prado
Volkswagen,16,2200.0,sedan,180,1.9,Diesel,Passat B5
Volkswagen,8,18500.0,vagon,125,2.0,Diesel,Passat B7
Toyota,14,8420.0,other,150,2.7,Gas,Tacoma
Audi,9,17500.0,vagon,144,2.0,Diesel,A4
Audi,16,9000.0,sedan,158,2.0,Gas,A4
Volkswagen,25,4400.0,hatch,238,1.6,Petrol,Golf III
Renault,17,7500.0,van,200,2.2,Diesel,Espace
Toyota,9,17950.0,sedan,87,2.4,Petrol,Camry
BMW,6,51500.0,crossover,23,3.0,Petrol,X6
Mitsubishi,12,10800.0,crossover,165,3.0,Gas,Pajero Sport
Volkswagen,3,33700.0,van,11,1.4,Petrol,Touran
Volkswagen,12,17000.0,crossover,158,2.5,Diesel,Touareg
Volkswagen,15,11200.0,crossover,1,4.2,Petrol,Touareg
BMW,19,4500.0,sedan,140,3.0,Diesel,530
Toyota,3,43999.0,other,0,2.8,Diesel,Hilux
Audi,7,39800.0,sedan,180,4.2,Other,A8
BMW,23,6500.0,sedan,272,2.8,Petrol,328
Volkswagen,8,18700.0,vagon,196,2.0,Diesel,Passat B7
Audi,6,38500.0,vagon,75,2.0,Diesel,Q3
BMW,21,8200.0,sedan,241,2.0,Petrol,320
Audi,17,7500.0,vagon,240,2.0,Petrol,A4
Toyota,12,11550.0,sedan,95,2.4,Petrol,Camry
Mercedes-Benz,5,39500.0,sedan,30,1.6,Petrol,C-Class
Volkswagen,15,6200.0,sedan,161,4.2,Gas,Phaeton
BMW,16,17200.0,crossover,308,4.6,Gas,X5
BMW,22,2900.0,sedan,280,2.5,Diesel,525
Renault,6,14600.0,other,169,2.3,Diesel,Master
BMW,9,34900.0,crossover,110,4.4,Petrol,X6
Mercedes-Benz,18,7000.0,other,170,2.2,Petrol,CLK 220
Mercedes-Benz,11,32000.0,van,255,3.0,Diesel,Sprinter 318
Renault,14,7500.0,vagon,168,1.5,Diesel,Grand Scenic
Volkswagen,14,9000.0,other,217,2.5,Diesel,T5 (Transporter)
Mitsubishi,15,7000.0,sedan,180,1.6,Gas,Lancer
Audi,19,2700.0,sedan,234,2.5,Other,A6
Volkswagen,7,10950.0,van,165,2.0,Diesel,Caddy
Toyota,11,15500.0,sedan,120,3.5,Petrol,Camry
Mercedes-Benz,22,8700.0,sedan,210,5.0,Petrol,S 500
Mercedes-Benz,19,6000.0,van,200,2.2,Diesel,Vito
Mitsubishi,11,16950.0,crossover,135,3.0,Gas,Pajero Wagon
Mercedes-Benz,22,15000.0,crossover,400,3.0,Diesel,Sprinter 212
Toyota,6,26500.0,crossover,102,2.5,Diesel,Hilux
Mercedes-Benz,17,3100.0,vagon,400,2.2,Diesel,C-Class
Toyota,7,59900.0,crossover,90,4.5,Diesel,Land Cruiser 200
Toyota,6,63000.0,crossover,3,4.2,Diesel,Land Cruiser 76
Mercedes-Benz,13,19800.0,crossover,218,3.0,Diesel,ML 280
Volkswagen,10,13000.0,van,110,1.9,Diesel,T5 (Transporter)
Audi,13,12200.0,sedan,130,2.4,Petrol,A6
Mitsubishi,13,5700.0,other,170,1.3,Petrol,Colt
Audi,21,2550.0,sedan,370,2.5,Diesel,A6
Toyota,12,13500.0,sedan,144,3.5,Gas,Camry
Renault,7,10200.0,van,183,2.0,Diesel,Trafic
Audi,18,13000.0,other,161,1.8,Gas,TT
Volkswagen,15,10500.0,sedan,210,5.0,Diesel,Phaeton
BMW,21,3100.0,sedan,315,2.5,Diesel,525
BMW,15,9400.0,sedan,221,4.4,Gas,745
Audi,16,10000.0,sedan,206,2.5,Diesel,A6
Mitsubishi,21,4200.0,sedan,270,2.0,Gas,Galant
Renault,10,7500.0,sedan,131,1.6,Petrol,Megane
Mercedes-Benz,7,38600.0,other,12,1.8,Petrol,E-Class
Toyota,11,8900.0,hatch,140,1.6,Petrol,Auris
Toyota,25,24000.0,crossover,270,4.2,Diesel,Land Cruiser 80
Mercedes-Benz,10,51500.0,other,75,6.3,Petrol,CL 63 AMG
Mercedes-Benz,18,5100.0,sedan,270,3.2,Diesel,S 320
Mitsubishi,12,4999.0,sedan,60,1.6,Petrol,Lancer
Mitsubishi,11,9450.0,sedan,125,2.0,Gas,Lancer X
Audi,17,3850.0,vagon,215,2.5,Diesel,A6
Renault,6,7800.0,vagon,170,1.5,Diesel,Megane
Audi,6,49700.0,crossover,80,3.0,Diesel,Q7
Mitsubishi,13,9000.0,sedan,78,2.4,Gas,Galant
Toyota,8,18990.0,crossover,95,2.0,Petrol,Rav 4
Mitsubishi,12,7200.0,sedan,102,1.6,Petrol,Lancer
Volkswagen,8,11900.0,other,112,2.0,Diesel,T6 (Transporter) 
Toyota,24,2800.0,sedan,287,1.3,Petrol,Corolla
Volkswagen,21,2200.0,sedan,272,1.9,Diesel,Passat B5
Mitsubishi,11,17500.0,crossover,170,3.8,Gas,Pajero Wagon
Audi,12,49900.0,other,79,4.2,Petrol,R8
Volkswagen,17,8650.0,van,238,2.5,Diesel,T4 (Transporter)
Audi,16,8800.0,sedan,205,1.8,Petrol,A4
Mercedes-Benz,3,69999.0,crossover,0,2.2,Diesel,GLE-Class
Volkswagen,7,8910.53,hatch,103,1.4,Petrol,Polo
Toyota,14,15500.0,crossover,165,2.7,Gas,Land Cruiser Prado
Audi,12,19500.0,crossover,175,3.6,Petrol,Q7
Toyota,4,27700.0,sedan,21,2.5,Petrol,Camry
Volkswagen,15,9600.0,van,255,1.9,Diesel,T5 (Transporter)
BMW,17,12500.0,crossover,176,3.0,Gas,X5
Audi,17,4799.0,vagon,260,2.5,Diesel,A6 Allroad
Toyota,7,20900.0,sedan,70,2.5,Petrol,Camry
Audi,11,14900.0,sedan,203,2.8,Petrol,A6
Toyota,7,12750.0,hatch,164,1.4,Diesel,Auris
BMW,13,5900.0,hatch,243,2.0,Petrol,116
Mercedes-Benz,22,2700.0,sedan,400,2.9,Diesel,E-Class
Audi,23,4700.0,sedan,400,2.6,Petrol,A6
BMW,7,77000.0,other,64,4.4,Petrol,M6
Renault,14,5900.0,van,250,1.9,Diesel,Trafic
Volkswagen,7,24000.0,sedan,67,1.8,Petrol,Passat CC
Audi,9,18400.0,vagon,151,2.0,Diesel,A4
Mercedes-Benz,9,56800.0,sedan,74,6.3,Petrol,S 63 AMG
Renault,7,8000.0,hatch,50,1.6,Petrol,Sandero
Mercedes-Benz,25,5000.0,sedan,382,2.0,Petrol,E-Class
Mitsubishi,10,9900.0,sedan,98,2.0,Petrol,Lancer X
Mercedes-Benz,10,18900.0,other,111,2.5,Petrol,C-Class
Toyota,14,20500.0,crossover,139,4.0,Gas,Land Cruiser Prado
Volkswagen,18,2500.0,vagon,232,1.6,Petrol,Golf IV
Renault,9,9000.0,vagon,179,1.5,Diesel,Megane
Renault,11,7700.0,sedan,100,1.6,Gas,Megane
Audi,8,32300.0,hatch,54,2.8,Petrol,A6
Mercedes-Benz,5,72700.0,van,42,2.2,Diesel,V 250
Renault,14,6200.0,sedan,246,1.4,Petrol,Megane
Audi,27,4000.0,sedan,400,2.0,Petrol,100
Toyota,5,9003.15,sedan,43,1.3,Petrol,Corolla
Mercedes-Benz,20,14900.0,other,195,3.2,Gas,CLK 320
BMW,3,65393.25,crossover,0,2.0,Diesel,X5
Renault,7,9000.0,van,158,2.0,Diesel,Trafic
Audi,18,8500.0,sedan,253,2.5,Diesel,A6
Renault,14,5900.0,hatch,171,1.5,Other,Megane
Mitsubishi,13,5100.0,hatch,250,1.3,Gas,Colt
Mercedes-Benz,9,40500.0,sedan,108,5.5,Petrol,S 500
Audi,18,8600.0,sedan,154,1.8,Petrol,A6
Mitsubishi,14,5900.0,sedan,142,1.6,Gas,Lancer
Volkswagen,9,17900.0,other,123,1.8,Petrol,Passat CC
BMW,6,34400.0,crossover,37,2.0,Diesel,X1
BMW,15,13500.0,sedan,138,2.5,Petrol,525
Renault,12,9600.0,van,175,2.0,Diesel,Trafic
Mercedes-Benz,15,15000.0,other,82,1.8,Petrol,SLK 200
Mercedes-Benz,12,22000.0,other,53,3.0,Petrol,CLK 280
Volkswagen,14,13700.0,other,200,2.5,Diesel,Touareg
Toyota,10,18800.0,sedan,47,2.4,Petrol,Camry
Volkswagen,12,7600.0,hatch,127,1.4,Petrol,Polo
Toyota,6,11950.0,hatch,120,1.4,Petrol,Auris
Audi,11,11300.0,sedan,202,2.7,Diesel,A6
Volkswagen,5,13500.0,van,43,2.0,Diesel,T5 (Transporter) 
Toyota,12,11990.0,sedan,129,2.4,Petrol,Camry
Toyota,15,16500.0,other,130,2.7,Gas,Land Cruiser Prado
BMW,13,19000.0,crossover,215,3.0,Diesel,X5
Renault,14,5500.0,van,160,1.5,Diesel,Kangoo
BMW,8,39999.0,sedan,45,3.0,Petrol,535
Toyota,12,15500.0,sedan,140,2.4,Gas,Camry
Mitsubishi,13,11700.0,crossover,197,3.0,Gas,Pajero Sport
Volkswagen,18,2750.0,vagon,1,1.9,Diesel,Passat B5
Renault,14,7150.0,vagon,1,1.5,Diesel,Megane
BMW,14,10500.0,hatch,220,2.0,Petrol,118
Mercedes-Benz,7,24900.0,sedan,97,1.8,Petrol,E-Class
Mercedes-Benz,5,26000.0,other,22,1.8,Petrol,C-Class
Mercedes-Benz,11,21500.0,crossover,148,6.2,Petrol,ML 63 AMG
BMW,23,2222.0,sedan,268,1.8,Petrol,318
BMW,18,2900.0,vagon,236,2.0,Diesel,320
Volkswagen,23,4600.0,hatch,1,1.8,Gas,Golf III
Mercedes-Benz,27,3200.0,sedan,198,2.0,Gas,190
Mitsubishi,7,19400.0,crossover,78,2.4,Petrol,Outlander XL
Renault,14,4000.0,sedan,215,1.9,Diesel,Laguna
BMW,3,65099.0,crossover,0,2.0,Diesel,X5
BMW,7,53999.0,sedan,80,2.99,Diesel,550
Renault,9,9200.0,vagon,155,1.5,Diesel,Clio
Mercedes-Benz,3,109999.0,van,0,2.2,Diesel,V 250
Mercedes-Benz,8,23500.0,van,170,2.2,Diesel,Vito
Audi,26,4800.0,sedan,390,2.6,Petrol,100
Toyota,12,13500.0,sedan,100,2.4,Petrol,Camry
Toyota,12,8700.0,sedan,131,1.6,Gas,Corolla
Mercedes-Benz,22,12300.0,sedan,423,5.0,Gas,S 500
Mitsubishi,16,7900.0,other,148,1.8,Petrol,Pajero Pinin
Volkswagen,9,10700.0,van,153,2.0,Diesel,Caddy
Renault,13,6800.0,van,185,1.6,Other,Kangoo
Renault,6,8500.0,van,157,1.5,Diesel,Scenic
Mitsubishi,10,18700.0,crossover,97,3.2,Diesel,Pajero Wagon
BMW,22,1900.0,vagon,285,2.5,Diesel,525
Mercedes-Benz,8,15500.0,van,75,2.0,Diesel,Vito
Volkswagen,11,8700.0,hatch,148,1.4,Other,Polo
Mercedes-Benz,7,47300.0,sedan,121,3.0,Diesel,S 350
BMW,28,5000.0,sedan,400,2.5,Petrol,525
Toyota,11,24000.0,crossover,73,4.0,Petrol,Land Cruiser Prado
Volkswagen,6,14800.0,sedan,85,1.4,Petrol,Jetta
Mercedes-Benz,20,6400.0,van,290,2.2,Diesel,Vito
Mitsubishi,8,19000.0,crossover,139,2.4,Gas,Outlander XL
Mercedes-Benz,12,11700.0,van,211,2.2,Diesel,Vito
Volkswagen,8,6500.0,vagon,101,2.0,Diesel,Passat B6
Volkswagen,19,4999.0,sedan,145,2.0,Petrol,Bora
Volkswagen,30,1900.0,hatch,100,1.6,Petrol,Golf II
Renault,10,8999.0,vagon,100,1.5,Diesel,Kangoo
Volkswagen,7,12700.0,van,164,1.6,Diesel,Touran
Mercedes-Benz,25,2200.0,sedan,168,2.0,Petrol,E-Class
BMW,5,32500.0,vagon,65,2.0,Petrol,328
Volkswagen,6,16800.0,vagon,149,1.4,Gas,Passat B7
Mercedes-Benz,13,8999.0,van,360,2.2,Diesel,Vito
Audi,20,2500.0,sedan,407,2.8,Gas,A6
BMW,8,37000.0,sedan,95,4.4,Petrol,750
Volkswagen,8,19500.0,sedan,82,1.8,Petrol,Passat B7
Volkswagen,12,10900.0,van,240,2.5,Diesel,T5 (Transporter)
BMW,5,36500.0,sedan,33,2.0,Diesel,328
Renault,7,7300.0,van,154,1.5,Diesel,Kangoo
BMW,13,17500.0,vagon,125,3.0,Diesel,530
Audi,11,24500.0,sedan,122,4.0,Diesel,A8
Toyota,11,15500.0,crossover,146,2.4,Gas,Rav 4
Mitsubishi,3,25000.0,crossover,0,2.0,Petrol,Outlander
Mercedes-Benz,14,11900.0,sedan,167,1.8,Petrol,C-Class
Mercedes-Benz,20,8000.0,van,40,2.9,Diesel,Sprinter 212
Mitsubishi,11,16900.0,crossover,126,3.0,Gas,Pajero Wagon
Toyota,17,8800.0,crossover,205,2.0,Petrol,Rav 4
BMW,14,13000.0,sedan,220,2.5,Petrol,523
Renault,6,7500.0,van,43,1.5,Diesel,Kangoo
Toyota,17,8300.0,sedan,140,3.0,Petrol,Camry
Toyota,15,18700.0,crossover,250,4.7,Gas,Land Cruiser 100
Toyota,3,28787.85,sedan,0,2.5,Petrol,Camry
Mercedes-Benz,12,16500.0,sedan,190,2.2,Diesel,C-Class
Mitsubishi,11,13900.0,crossover,127,3.0,Petrol,Outlander XL
Audi,25,1350.0,vagon,400,1.9,Diesel,80
Toyota,3,20859.15,crossover,1,2.0,Petrol,Rav 4
Mitsubishi,6,28800.0,crossover,100,3.2,Diesel,Pajero Wagon
Mercedes-Benz,6,34900.0,crossover,64,2.2,Diesel,GLK 220
BMW,6,37500.0,other,45,2.0,Petrol,520
Mercedes-Benz,10,19700.0,sedan,220,2.2,Diesel,E-Class
Mercedes-Benz,6,12800.0,other,116,2.2,Diesel,Vito
Renault,11,4600.0,van,265,1.5,Diesel,Kangoo
Mercedes-Benz,12,17977.0,van,322,3.0,Diesel,Sprinter 318
Volkswagen,4,11962.0,sedan,0,1.6,Petrol,Polo
Volkswagen,6,12500.0,vagon,195,1.6,Diesel,Golf VI
Volkswagen,16,9200.0,van,268,2.5,Diesel,T4 (Transporter)
Mercedes-Benz,8,28500.0,sedan,148,2.2,Diesel,E-Class
Volkswagen,5,16950.0,sedan,38,2.0,Diesel,Jetta
Mercedes-Benz,13,24750.0,sedan,212,5.5,Petrol,S 500
Mercedes-Benz,4,57000.0,crossover,3,2.2,Diesel,ML 250
Toyota,10,11300.0,hatch,87,1.0,Petrol,IQ
Mercedes-Benz,7,51000.0,sedan,119,4.7,Petrol,S 500
Audi,18,3000.0,vagon,270,1.9,Diesel,A4
Toyota,19,9800.0,other,250,1.8,Petrol,Celica
Volkswagen,13,12850.0,crossover,200,2.5,Diesel,Touareg
BMW,6,52300.0,sedan,55,3.0,Diesel,5 Series GT
BMW,29,3650.0,sedan,300,2.0,Petrol,520
BMW,8,39900.0,crossover,82,3.0,Petrol,X6
Renault,12,7400.0,vagon,200,1.5,Diesel,Megane
Volkswagen,7,13999.0,van,175,2.0,Diesel,T5 (Transporter) 
Mercedes-Benz,12,15500.0,sedan,270,3.2,Diesel,S 320
Renault,7,8500.0,vagon,130,1.5,Diesel,Clio
BMW,9,32500.0,other,86,3.0,Petrol,5 Series GT
Toyota,12,14700.0,sedan,131,3.5,Gas,Camry
Volkswagen,22,6500.0,van,310,1.9,Diesel,T4 (Transporter)
Renault,6,7800.0,van,139,1.5,Diesel,Kangoo
Mercedes-Benz,14,8700.0,van,290,2.2,Diesel,Vito
Renault,8,9000.0,hatch,56,1.6,Petrol,Megane
Mercedes-Benz,11,14800.0,van,139,3.0,Diesel,Vito
Toyota,11,13400.0,sedan,125,2.4,Petrol,Camry
BMW,19,7777.0,other,375,4.0,Diesel,740
Toyota,13,6900.0,hatch,92,1.3,Petrol,Yaris
Volkswagen,12,10500.0,other,270,2.5,Diesel,T5 (Transporter)
Audi,25,7800.0,sedan,90,2.2,Gas,S4
Mercedes-Benz,18,4100.0,sedan,215,4.3,Petrol,CLK 430
BMW,29,4400.0,sedan,260,2.0,Gas,520
BMW,7,41500.0,crossover,176,3.0,Diesel,X5
Mercedes-Benz,8,13999.0,van,98,2.2,Diesel,Vito
Mercedes-Benz,6,16800.0,van,116,2.2,Diesel,Vito
BMW,6,58500.0,crossover,80,3.0,Diesel,X5 M
Volkswagen,13,10200.0,sedan,280,1.8,Petrol,Passat B5
Mitsubishi,11,13300.0,crossover,110,2.4,Gas,Outlander XL
Renault,7,6300.0,van,180,1.5,Diesel,Kangoo
Audi,7,16999.0,hatch,69,1.4,Petrol,A1
Toyota,7,20100.0,crossover,48,2.0,Petrol,Rav 4
Volkswagen,11,10800.0,sedan,100,1.8,Petrol,Passat B6
Mercedes-Benz,12,14200.0,sedan,245,2.2,Diesel,E-Class
BMW,25,4700.0,sedan,333,3.0,Petrol,730
BMW,22,5700.0,sedan,252,2.5,Diesel,525
BMW,15,11900.0,sedan,300,2.5,Gas,525
Mercedes-Benz,24,3750.0,vagon,330,2.2,Gas,E-Class
Mercedes-Benz,31,2700.0,sedan,350,3.0,Diesel,300
Volkswagen,16,2999.0,vagon,239,1.9,Diesel,Passat B5
Mercedes-Benz,18,8600.0,sedan,240,3.2,Diesel,E-Class
Toyota,16,6950.0,sedan,192,2.0,Petrol,Avensis
Mitsubishi,5,22900.0,crossover,69,2.4,Petrol,Outlander XL
Volkswagen,12,8900.0,sedan,185,1.6,Petrol,Jetta
Volkswagen,11,7500.0,van,317,1.9,Diesel,T5 (Transporter) 
BMW,8,28700.0,sedan,160,3.0,Petrol,528
Mercedes-Benz,12,12000.0,other,218,2.2,Diesel,Vito
BMW,16,10999.0,sedan,150,2.0,Gas,320
Audi,11,23000.0,crossover,167,3.6,Petrol,Q7
Audi,21,2550.0,vagon,1,2.5,Diesel,A6
Toyota,22,8800.0,crossover,388,4.2,Diesel,Land Cruiser 80
Renault,12,10000.0,van,220,2.0,Diesel,Trafic
Renault,11,6300.0,van,73,1.5,Diesel,Kangoo
Toyota,13,13800.0,other,160,3.5,Gas,Camry
Volkswagen,7,10750.0,van,176,2.0,Diesel,T5 (Transporter) 
Volkswagen,12,12500.0,van,207,1.9,Diesel,Sharan
Mercedes-Benz,16,5500.0,sedan,250,2.2,Diesel,E-Class
Volkswagen,11,13300.0,van,250,2.5,Diesel,T5 (Transporter)
Volkswagen,11,20000.0,crossover,115,2.5,Diesel,Touareg
Renault,13,3500.0,van,30,1.4,Gas,Kangoo
Renault,8,9300.0,sedan,94,1.5,Diesel,Fluence
Audi,8,30500.0,sedan,110,3.0,Petrol,A6
Audi,8,18300.0,vagon,190,2.0,Diesel,A6
Audi,9,41000.0,crossover,88,4.2,Diesel,Q7
BMW,15,4100.0,hatch,160,1.6,Petrol,1 Series
Volkswagen,8,22500.0,van,62,2.0,Diesel,Caravelle
Volkswagen,14,8900.0,van,272,1.9,Diesel,Caddy
BMW,16,13950.0,crossover,278,3.0,Diesel,X5
Volkswagen,8,8999.0,van,125,1.6,Diesel,Caddy
Toyota,7,14100.0,hatch,67,1.6,Petrol,Auris
Volkswagen,15,6950.0,sedan,132,1.6,Other,Bora
Volkswagen,16,7350.0,hatch,180,1.4,Petrol,Golf IV
Mercedes-Benz,11,17500.0,other,180,3.0,Diesel,Vito
Mercedes-Benz,13,20500.0,sedan,222,5.5,Petrol,S 500
Mercedes-Benz,5,115000.0,sedan,49,4.7,Petrol,S 500
Mitsubishi,13,11100.0,vagon,132,2.4,Gas,Grandis
BMW,8,29900.0,sedan,175,2.0,Diesel,520
Toyota,8,17595.0,sedan,131,2.0,Petrol,Avensis
Volkswagen,8,6800.0,van,170,2.0,Gas,Caddy
Audi,15,4150.0,vagon,249,2.5,Diesel,A6
Toyota,6,32950.0,other,50,5.7,Petrol,Tundra
Mercedes-Benz,16,7500.0,other,406,2.2,Diesel,Vito
BMW,10,33700.0,crossover,134,4.4,Petrol,X6
Mitsubishi,9,8350.0,sedan,98,1.5,Petrol,Lancer X
BMW,27,4100.0,sedan,350,2.4,Diesel,525
BMW,29,4700.0,sedan,230,2.5,Petrol,525
Mercedes-Benz,11,14500.0,van,207,2.2,Diesel,Vito
Mercedes-Benz,7,9600.0,van,184,2.2,Diesel,Vito
Mercedes-Benz,7,17800.0,van,162,1.8,Diesel,B 180
Mercedes-Benz,13,40000.0,crossover,152,5.0,Gas,G 500
Toyota,13,24000.0,crossover,152,4.0,Gas,Land Cruiser Prado
Volkswagen,14,8300.0,other,151,2.0,Petrol,T5 (Transporter)
BMW,18,3800.0,sedan,278,2.9,Diesel,530
Audi,6,27500.0,sedan,150,2.0,Petrol,A6
Volkswagen,14,5200.0,vagon,248,2.0,Diesel,Passat B6
Volkswagen,14,8500.0,sedan,220,2.0,Other,Passat B5
Mercedes-Benz,8,43500.0,sedan,59,4.6,Petrol,S 500
BMW,17,14000.0,crossover,240,4.4,Gas,X5
Mitsubishi,13,11500.0,crossover,191,3.0,Gas,Pajero Sport
BMW,8,41000.0,sedan,97,4.4,Petrol,750
Mercedes-Benz,6,62000.0,crossover,150,3.0,Diesel,GL 350
Audi,9,35900.0,crossover,143,3.0,Diesel,Q7
Mercedes-Benz,18,8200.0,other,199,2.2,Diesel,Vito
Mercedes-Benz,11,17300.0,sedan,107,1.8,Petrol,C-Class
Audi,3,30999.0,sedan,2,1.4,Petrol,A3
BMW,16,3099.0,sedan,230,3.0,Diesel,530
Audi,13,5700.0,vagon,250,2.0,Diesel,A4
Volkswagen,18,7400.0,sedan,178,1.8,Gas,Passat B5
Toyota,12,14500.0,other,180,2.5,Diesel,Hilux
Volkswagen,18,7300.0,van,214,1.9,Diesel,T4 (Transporter)
Mercedes-Benz,9,33800.0,crossover,120,3.0,Diesel,ML 350
BMW,19,3900.0,sedan,330,3.0,Diesel,530
Volkswagen,18,10700.0,van,274,2.5,Diesel,T4 (Transporter)
Audi,11,17800.0,sedan,177,4.2,Petrol,A8
Mitsubishi,11,14500.0,crossover,167,3.0,Gas,Pajero Wagon
Mercedes-Benz,7,29900.0,sedan,83,2.2,Diesel,E-Class
Mercedes-Benz,18,8100.0,van,330,2.2,Diesel,Vito
Mercedes-Benz,6,29500.0,sedan,64,1.6,Petrol,CLA 200
Mercedes-Benz,8,12700.0,other,198,2.2,Diesel,Vito
Volkswagen,25,1199.0,hatch,250,1.9,Diesel,Golf III
Volkswagen,10,12999.0,van,250,1.9,Diesel,T5 (Transporter)
Audi,3,34419.45,sedan,0,1.4,Petrol,Q3
Mitsubishi,10,8600.0,sedan,145,2.0,Petrol,Lancer X
Renault,6,10450.0,van,106,2.0,Diesel,Trafic
Mercedes-Benz,9,17800.0,van,145,2.2,Diesel,Vito
Audi,18,3550.0,sedan,215,2.5,Diesel,A6
Mercedes-Benz,3,114999.0,crossover,0,2.99,Diesel,GLS 350
Renault,6,13400.0,vagon,190,1.5,Diesel,Laguna
BMW,21,2250.0,sedan,350,2.5,Diesel,525
Mitsubishi,11,14999.0,crossover,115,3.0,Petrol,Outlander XL
Volkswagen,8,10600.0,van,140,2.0,Diesel,T6 (Transporter) 
